time;EDA.raw;ECG.raw
3.179.339;254;511
3.181.545;254;511
3.183.766;254;511
3.185.991;253;483
3.188.213;253;483
3.191.188;253;483
3.192.904;253;483
3.194.868;253;483
3.197.091;253;483
3.199.312;253;483
3.201.541;253;483
3.203.767;253;483
3.205.994;253;483
3.208.204;253;483
3.210.416;253;483
3.212.648;253;483
3.214.858;252;504
3.217.093;252;504
3.219.314;252;504
3.222.247;252;504
3.223.857;252;504
3.225.972;252;504
322.818;252;504
3.230.405;252;504
3.232.647;252;504
3.234.863;252;504
3.237.083;252;504
3.239.302;252;504
3.241.512;252;504
3.243.723;252;504
3.245.978;252;512
324.819;252;512
3.250.407;252;512
3.253.373;252;512
3.255.155;252;512
3.257.062;252;512
3.259.282;252;512
3.261.512;252;512
3.263.741;252;512
3.265.973;252;512
3.268.169;252;512
3.270.396;252;512
3.272.619;252;512
327.482;251;528
3.277.056;251;528
3.279.288;251;528
3.281.504;251;528
3.284.234;251;528
3.286.058;251;528
3.288.166;251;528
3.290.383;251;528
3.292.606;251;528
3.294.822;251;528
3.297.052;251;528
3.299.261;251;528
3.301.492;251;528
3.303.727;251;528
3.305.926;251;528
330.816;251;528
3.310.375;251;528
3.312.606;251;528
331.484;251;528
3.317.044;251;528
3.319.276;251;528
3.321.474;250;515
3.323.692;250;515
3.325.927;250;515
3.328.173;250;515
3.330.818;250;515
3.332.643;250;515
3.334.889;250;515
3.337.147;250;515
3.339.406;250;515
3.341.643;250;515
3.343.892;250;515
3.346.109;250;515
3.348.326;250;515
335.056;248;529
3.352.766;248;529
3.354.981;248;529
3.357.237;248;529
3.359.497;248;529
3.362.211;248;529
3.363.889;248;529
3.366.133;248;529
3.368.356;248;529
3.370.572;248;529
3.372.789;248;529
3.375.032;248;529
3.377.239;248;529
3.379.462;248;479
3.381.692;248;479
3.383.921;248;479
3.386.122;248;479
3.388.372;248;479
3.390.628;248;479
3.393.515;248;479
3.395.337;248;479
3.396.991;248;479
339.924;248;479
340.145;248;479
3.403.695;248;479
340.593;248;479
3.408.113;248;479
3.410.322;249;522
3.412.558;249;522
3.414.762;249;522
3.416.972;249;522
3.419.223;249;522
3.421.446;249;522
342.408;249;522
3.425.884;249;522
34.281;249;522
3.430.312;249;522
3.432.528;249;522
343.475;249;522
3.436.989;249;522
3.439.202;248;569
3.441.449;248;569
3.443.653;248;569
3.445.872;248;569
344.808;248;569
3.450.304;248;569
3.452.534;248;569
3.455.468;248;569
3.457.152;248;569
3.459.214;248;569
3.461.423;248;569
3.463.635;248;569
3.465.857;248;569
3.468.079;248;569
3.470.319;248;569
347.254;247;506
347.475;247;506
3.476.973;247;506
3.479.186;247;506
3.481.408;247;506
3.483.625;247;506
3.486.525;247;506
3.488.153;247;506
3.490.277;247;506
3.492.507;247;506
3.494.725;247;506
3.496.967;247;506
3.499.177;247;506
35.014;246;498
3.503.638;246;498
3.505.844;246;498
350.805;246;498
3.510.281;246;498
3.512.497;246;498
3.514.719;246;498
3.517.492;246;498
3.519.155;246;498
3.521.386;246;498
3.523.595;246;498
3.525.824;246;498
3.528.078;246;498
3.530.313;246;498
3.532.537;246;498
3.534.742;246;498
3.536.968;246;498
353.919;246;498
354.141;246;498
3.543.645;246;498
3.545.857;249;506
3.548.082;249;506
3.550.293;249;506
3.552.521;249;506
355.476;249;506
3.556.965;249;506
3.559.217;249;506
3.561.456;249;506
3.564.185;249;506
3.565.929;249;506
3.568.175;249;506
3.570.427;249;506
3.572.653;249;506
3.574.874;252;540
3.577.104;252;540
3.579.718;252;540
3.581.521;252;540
3.583.754;252;540
3.585.975;252;540
3.588.199;252;540
3.590.449;252;540
3.592.701;252;540
3.594.928;252;540
3.597.153;252;540
3.599.408;252;540
3.601.619;252;540
3.603.828;252;540
360.603;252;519
3.608.287;252;519
3.611.035;252;519
3.612.782;252;519
3.614.833;252;519
3.617.067;252;519
361.928;252;519
3.621.507;252;519
3.623.746;252;519
3.625.964;252;519
3.628.175;252;519
3.630.399;252;519
3.632.638;252;519
3.634.845;256;521
3.637.061;259;515
3.641.096;259;515
3.643.784;259;515
3.645.761;259;515
3.648.004;259;515
3.650.211;259;515
3.652.432;259;515
3.654.666;259;515
3.656.897;259;515
3.659.104;259;515
3.661.318;259;515
3.663.548;259;515
3.665.763;260;505
3.667.999;260;505
3.670.201;260;505
3.672.431;260;505
3.675.195;260;505
3.676.852;260;505
3.679.098;260;505
3.681.311;260;505
3.683.556;260;505
3.685.755;260;505
3.687.989;260;505
3.690.208;260;505
3.692.407;260;505
3.694.646;260;505
3.696.852;258;499
3.699.087;258;510
3.701.311;258;510
3.703.525;258;510
3.706.265;258;510
3.707.962;258;510
3.710.218;258;510
3.712.411;258;510
3.714.635;258;510
3.716.852;258;510
371.909;258;510
3.721.289;258;510
3.723.512;259;510
3.725.735;259;510
3.727.956;259;510
3.730.185;259;510
3.732.395;259;510
3.734.632;259;510
3.737.281;259;510
3.739.048;259;510
374.128;259;510
3.743.518;259;510
3.745.752;259;510
3.747.957;259;510
3.750.197;259;510
3.752.389;259;510
3.754.609;259;510
3.756.922;261;504
3.759.183;261;504
376.146;261;504
3.763.686;261;504
376.591;261;504
3.768.867;261;504
3.770.613;261;504
3.772.472;261;504
3.774.752;261;504
377.693;261;504
3.779.145;261;504
378.127;261;504
3.783.498;261;504
3.785.721;261;504
3.787.938;261;504
3.790.163;261;504
3.792.368;261;504
3.794.641;261;504
379.693;261;504
3.799.124;261;504
3.801.343;259;560
3.803.533;259;560
3.805.737;259;560
380.792;259;560
3.810.193;259;560
381.244;259;560
3.815.403;259;560
3.817.138;259;560
3.819.139;259;560
382.155;259;560
3.823.556;259;560
3.825.821;259;560
3.827.991;259;560
3.830.128;254;501
3.832.374;254;501
3.834.571;254;501
3.836.809;254;501
3.839.016;254;501
3.841.247;254;501
3.843.491;254;501
3.846.409;254;501
3.847.934;254;501
3.850.116;254;501
3.852.372;254;501
3.854.594;254;501
3.856.797;254;501
3.859.017;254;501
3.861.248;255;513
3.863.453;255;513
3.865.683;255;513
3.867.944;255;513
387.016;255;513
3.872.445;255;513
3.874.879;255;513
3.878.159;255;513
3.879.906;255;513
3.881.673;255;513
3.883.572;255;513
3.885.758;255;513
3.887.966;255;513
3.890.166;255;513
3.892.352;254;487
3.894.557;254;487
389.677;254;487
389.899;254;487
3.901.217;254;487
3.903.444;254;487
3.905.743;254;487
3.908.723;254;487
3.910.426;254;487
3.912.315;254;487
3.914.565;254;487
3.916.839;254;487
3.919.057;254;499
3.921.257;253;505
3.923.989;253;505
3.925.857;253;505
3.927.901;253;505
3.930.097;253;505
3.932.362;253;505
393.458;253;505
3.936.775;253;505
3.938.975;253;505
3.941.193;253;505
3.943.413;253;505
3.945.636;253;505
3.947.875;253;505
3.950.105;254;496
3.952.431;254;496
3.955.382;254;496
3.957.054;254;496
3.959.076;254;496
3.961.317;254;496
3.963.523;254;496
3.965.726;254;496
3.967.957;254;496
3.970.211;254;496
397.236;254;496
3.974.604;254;496
3.976.807;254;496
3.979.023;255;522
398.124;255;503
3.983.453;255;503
398.609;255;503
3.987.973;255;503
3.990.071;255;503
3.992.284;255;503
3.994.501;255;503
3.996.732;255;503
3.998.973;255;503
400.134;255;503
4.003.499;255;503
4.005.737;255;503
4.007.903;255;503
4.010.132;255;503
4.012.332;255;503
4.014.542;255;503
4.016.756;255;503
4.018.984;255;503
402.118;255;503
4.023.386;255;503
4.025.586;255;502
4.027.827;255;502
4.030.103;255;502
4.033.088;255;502
4.035.312;255;502
4.036.898;255;502
4.038.924;255;502
4.041.143;255;502
4.043.377;255;502
4.045.604;255;502
4.047.808;255;502
4.050.129;255;502
4.052.461;255;502
4.054.573;255;502
405.681;255;510
405.905;255;510
406.126;255;510
4.064.329;255;510
4.066.075;255;510
4.067.922;255;510
4.070.123;255;510
4.072.358;255;510
4.074.643;255;510
4.076.756;255;510
4.078.955;255;510
4.081.128;255;510
4.083.366;255;510
4.085.564;254;525
4.090.041;254;525
4.092.259;254;525
4.095.134;254;525
4.096.836;254;525
4.098.975;254;525
4.101.213;254;525
4.103.402;254;525
4.105.615;254;525
4.107.844;254;525
4.110.051;254;525
4.112.274;254;525
4.114.499;254;525
4.116.669;252;518
41.189;252;518
4.121.106;252;518
4.123.398;252;518
4.126.118;252;518
412.776;252;518
4.130.039;252;518
4.132.229;252;518
4.134.436;252;518
4.136.666;252;518
4.138.936;252;518
4.141.153;252;518
4.143.374;252;518
4.145.597;251;520
4.147.818;251;520
415.008;251;520
415.232;251;520
4.154.562;251;520
4.157.426;251;520
4.159.204;251;520
4.161.211;251;520
4.163.423;251;520
4.165.634;251;520
4.167.865;251;520
4.170.114;251;520
4.172.299;251;520
4.174.535;249;507
4.176.757;249;507
4.178.968;249;507
418.118;249;507
4.183.407;249;507
4.185.664;249;507
4.188.532;249;507
4.190.153;249;507
4.192.232;249;507
4.194.456;249;507
4.196.697;249;507
4.198.905;249;507
4.201.155;249;507
4.203.353;249;507
420.556;249;507
4.207.788;248;512
4.210.014;248;512
4.212.231;248;512
4.214.458;248;512
421.668;248;512
42.196;248;512
4.221.249;248;512
4.223.401;248;512
4.225.597;248;512
4.227.815;248;512
4.230.052;248;512
4.232.299;248;512
4.234.459;248;512
4.236.683;247;510
4.238.977;247;510
4.241.142;247;510
4.243.327;247;510
4.245.519;247;510
4.247.755;247;510
4.250.486;247;510
4.252.187;247;510
4.254.406;247;510
4.256.621;247;510
4.258.862;247;510
4.261.072;247;510
4.263.293;247;510
4.265.516;247;510
4.267.737;247;510
4.269.962;247;510
427.218;247;510
4.274.403;247;510
4.276.613;247;510
4.278.857;247;510
4.281.065;245;450
4.283.293;245;450
4.285.506;245;450
4.287.765;245;450
4.290.171;245;450
4.292.225;245;450
4.294.583;245;450
4.297.614;245;450
4.299.489;245;450
4.301.431;245;450
430.329;245;450
4.305.511;245;450
4.307.716;245;450
4.309.953;244;500
4.312.652;244;500
4.314.596;244;500
4.316.617;244;500
4.318.801;244;500
4.321.025;244;500
4.323.235;244;500
4.325.485;244;500
4.327.699;244;500
4.329.906;244;500
4.332.144;244;500
4.334.356;244;500
4.336.604;244;500
4.338.821;244;500
4.341.126;243;505
4.344.086;243;505
4.345.695;243;505
4.347.711;243;505
4.349.949;243;505
4.352.163;243;505
435.446;243;505
4.356.705;243;505
4.358.917;243;505
4.361.118;243;505
4.363.323;243;505
4.365.543;243;505
4.367.804;243;505
4.370.021;242;499
4.372.241;242;499
4.374.957;242;499
4.376.732;242;499
4.378.859;242;499
4.381.104;242;499
4.383.311;242;499
4.385.531;242;499
4.387.738;242;499
4.389.938;242;499
4.392.122;242;499
4.394.333;242;499
4.396.541;242;499
439.881;241;516
4.401.144;241;516
4.403.336;241;516
4.406.422;241;516
4.408.211;241;516
4.409.881;241;516
4.412.089;241;516
4.414.309;241;516
4.416.561;241;516
4.418.787;241;516
4.421.005;241;516
4.423.242;241;516
4.425.458;241;516
4.427.681;241;516
4.429.901;241;516
4.432.203;240;525
443.455;240;525
4.437.435;240;525
4.439.236;240;525
4.441.013;240;525
4.443.249;240;525
4.445.467;240;525
4.447.665;240;525
44.499;240;525
4.452.097;240;525
4.454.306;240;525
4.456.544;240;525
4.458.764;240;525
446.097;238;509
446.321;238;509
4.465.425;238;509
4.468.119;238;509
4.469.857;238;509
4.472.099;238;509
4.474.302;238;509
4.476.517;238;509
4.478.747;238;509
4.480.984;238;509
4.483.188;238;509
4.485.408;238;509
4.487.638;238;509
4.489.864;238;509
4.492.096;238;509
4.494.304;238;509
4.496.526;238;509
4.498.771;238;509
4.500.984;238;509
4.503.231;238;509
4.505.434;238;509
4.507.622;237;513
4.509.887;237;513
4.512.125;237;513
4.515.221;237;513
4.516.885;237;513
4.518.718;237;513
4.520.952;237;513
4.523.173;237;513
4.525.377;237;513
4.527.637;237;513
4.529.865;237;513
453.207;237;513
4.534.291;237;513
4.536.513;236;507
4.538.763;236;507
4.540.957;236;507
454.317;236;507
4.545.857;236;507
4.547.592;236;507
4.549.819;236;507
4.554.308;236;507
4.556.541;236;507
4.558.765;236;507
4.561.044;236;507
456.324;236;507
4.565.402;236;507
4.567.589;236;507
4.569.808;235;498
4.572.059;235;498
4.574.279;235;498
4.577.261;235;498
457.898;235;498
4.580.955;235;498
4.583.208;235;498
4.585.435;235;498
4.587.654;235;498
4.589.846;235;498
4.592.053;235;498
4.594.253;235;498
4.596.477;234;505
4.598.767;234;505
4.601.192;234;505
4.603.219;234;505
4.605.493;234;505
4.608.557;234;505
461.018;234;505
4.612.248;234;505
4.614.415;234;505
4.616.939;234;505
4.618.814;234;505
4.620.954;234;505
4.623.127;234;505
4.625.348;234;505
4.627.564;234;596
4.629.796;234;596
463.211;234;596
4.634.352;234;596
4.636.517;234;596
4.639.425;234;596
4.641.257;234;596
4.643.119;234;596
4.645.337;234;596
4.647.578;234;596
4.649.797;234;596
4.652.137;234;596
4.654.257;234;596
4.656.548;233;494
4.658.715;233;494
4.660.978;233;494
4.663.122;233;494
4.665.367;233;494
4.667.594;233;494
4.670.605;233;494
467.237;233;494
4.674.236;233;494
467.651;233;494
4.678.671;233;494
4.681.003;233;494
4.683.152;233;494
4.685.324;233;494
468.753;233;494
4.689.786;232;510
4.692.005;232;510
4.694.245;232;510
4.696.453;232;510
4.698.666;232;510
470.176;232;510
470.345;232;510
4.705.289;232;510
4.707.528;232;510
4.709.753;232;510
4.711.967;232;510
4.714.222;232;510
4.716.419;232;510
4.718.679;231;494
4.720.927;231;494
4.723.235;231;494
4.725.333;231;494
4.727.548;231;494
4.729.772;231;494
4.732.873;231;494
4.734.513;231;494
4.736.558;231;494
473.863;231;494
4.740.834;231;494
474.307;231;494
4.745.535;231;494
4.747.733;231;494
4.749.937;231;494
4.752.024;231;494
4.754.447;231;494
4.756.445;231;494
4.758.676;231;508
4.760.907;231;504
4.764.323;231;504
4.766.122;231;504
4.767.897;231;504
476.983;231;504
4.772.131;231;504
4.774.204;231;504
4.776.525;231;504
477.864;231;504
4.780.851;231;504
478.306;231;504
4.785.286;231;504
4.787.507;231;504
4.789.719;231;504
4.791.927;231;504
4.794.165;231;504
4.796.395;231;504
4.798.817;231;519
4.801.154;230;497
4.803.205;230;497
4.805.286;230;497
4.807.515;230;497
4.810.248;230;497
4.812.016;230;497
4.814.156;230;497
4.816.375;230;497
4.818.584;230;497
4.820.825;230;504
4.823.057;230;504
4.825.822;230;504
482.749;230;504
4.829.728;230;504
4.832.128;230;504
483.426;230;504
4.836.726;230;504
4.838.932;230;504
484.085;230;504
4.843.035;230;504
4.845.253;230;504
4.847.499;230;504
4.849.747;230;504
4.851.991;230;504
4.854.266;230;504
4.856.561;229;504
4.858.857;229;504
4.861.139;229;504
486.321;229;504
4.865.394;229;504
4.867.613;229;504
4.869.846;229;504
4.872.502;229;504
4.874.249;229;504
4.876.538;229;504
487.904;229;504
4.880.968;228;512
488.316;228;512
4.885.386;228;512
488.852;228;512
4.890.436;228;512
4.892.329;228;512
4.894.321;228;512
4.896.364;228;512
4.898.566;228;512
4.900.826;228;512
4.903.004;228;512
4.905.243;228;512
4.907.518;228;512
4.909.737;227;523
4.911.928;227;523
4.914.164;227;523
4.916.388;227;523
4.919.514;227;523
4.921.349;227;523
4.923.164;227;523
4.925.227;227;523
4.927.526;227;523
4.929.686;227;523
493.192;227;523
493.414;227;523
4.936.366;227;523
4.938.561;227;523
4.940.947;226;519
4.943.033;226;519
4.945.253;226;519
4.947.589;226;519
4.950.323;226;519
4.952.042;226;519
49.541;226;519
4.956.324;226;519
4.958.521;226;519
4.960.748;226;519
4.962.994;226;519
4.965.184;226;519
4.967.408;226;519
4.969.623;226;519
497.186;226;519
4.974.088;226;519
497.632;226;519
4.981.168;226;519
4.982.946;226;519
4.985.192;226;519
4.987.408;226;519
4.989.645;226;521
4.991.832;226;521
499.409;226;521
49.963;226;521
4.999.279;226;521
5.001.015;226;521
5.002.971;226;521
5.005.183;226;521
5.007.405;226;521
5.009.637;226;521
5.011.851;226;521
5.014.072;226;521
5.016.311;225;509
5.018.509;225;509
5.020.746;225;509
5.022.946;225;509
5.025.183;225;509
5.027.397;225;509
5.030.084;225;509
5.031.825;225;509
5.034.051;225;509
5.036.283;225;509
5.038.479;225;509
5.040.708;225;509
5.042.952;225;509
5.045.152;224;515
5.047.395;224;515
5.049.588;224;515
5.051.809;224;515
5.054.046;224;515
5.056.274;224;515
5.058.486;224;515
506.138;224;515
5.062.968;224;515
5.065.164;224;515
5.067.374;224;515
5.069.591;224;515
5.071.803;224;515
5.074.026;223;509
5.076.275;223;509
5.078.504;223;509
5.080.735;223;509
5.082.933;223;509
5.085.165;223;509
5.087.406;223;509
5.089.616;223;509
509.234;223;509
509.404;223;509
5.096.262;223;509
5.098.494;223;509
5.100.749;223;509
510.294;223;509
5.105.167;223;509
5.107.363;223;509
5.109.603;222;468
5.111.813;222;468
5.114.037;222;468
5.116.264;222;468
5.118.494;222;468
5.120.719;222;468
5.123.399;222;468
5.125.131;222;468
5.127.363;222;468
5.129.601;222;468
5.131.811;222;468
5.134.048;222;468
5.136.303;222;468
5.138.552;222;468
5.140.791;221;501
5.143.044;221;501
5.145.264;221;501
5.147.553;221;501
5.149.793;221;501
5.151.979;221;501
5.154.688;221;501
5.156.394;221;501
5.158.634;221;501
5.160.842;221;501
5.163.074;221;501
5.165.301;221;501
5.167.525;221;501
5.169.731;221;501
5.171.963;221;504
5.174.192;221;504
5.176.437;221;504
5.178.637;221;504
5.180.857;221;504
5.183.096;221;504
5.186.176;221;504
5.187.813;221;504
5.189.521;221;504
5.191.752;221;504
5.193.979;221;504
5.196.204;221;504
5.198.458;221;504
5.200.642;221;504
5.202.906;221;504
5.205.092;221;504
5.207.311;221;504
5.209.521;221;504
5.211.764;221;500
5.213.988;221;500
5.216.709;221;500
5.218.451;221;500
5.220.638;221;500
5.222.854;221;500
5.225.086;221;500
5.227.303;221;500
5.229.522;221;500
523.173;221;500
5.233.958;221;500
5.236.191;221;500
5.238.424;221;500
5.240.612;221;500
5.242.838;223;510
5.245.087;223;510
524.816;223;510
5.249.968;223;510
5.251.718;223;510
5.253.935;223;510
5.256.178;223;510
5.258.407;223;510
5.260.622;223;510
5.262.844;223;510
5.265.037;223;510
5.267.276;223;510
5.269.493;223;510
5.271.703;225;527
527.394;225;527
5.276.162;225;527
5.278.745;225;527
5.280.617;225;527
5.282.837;225;527
5.285.076;225;527
5.287.284;225;527
528.952;225;527
5.291.708;225;527
5.293.938;225;527
5.296.163;225;527
5.298.394;225;527
5.300.607;226;511
5.302.848;226;511
5.305.036;226;511
5.307.254;226;511
5.310.365;226;511
5.311.971;226;511
5.313.897;226;511
5.316.143;226;511
5.318.371;226;511
5.320.592;226;511
5.322.813;226;511
5.325.035;226;511
5.327.237;226;511
5.329.496;226;511
5.331.698;226;510
5.333.913;226;510
5.336.135;226;510
5.338.365;226;510
5.341.177;226;510
5.342.878;226;510
5.345.018;226;510
5.347.231;226;510
5.349.458;226;510
5.351.681;226;510
5.353.905;226;510
5.356.118;226;510
5.358.356;226;510
5.360.571;224;508
5.362.806;224;508
5.365.005;224;508
5.367.228;224;508
5.369.465;224;508
5.372.552;224;508
5.374.209;224;508
5.378.847;224;508
5.380.543;224;508
5.382.773;224;508
5.385.006;224;508
5.387.203;224;508
5.389.437;224;508
5.391.661;224;436
5.393.886;224;436
539.612;224;436
539.834;224;436
5.400.554;224;436
5.403.681;224;436
5.405.405;224;436
5.407.222;224;436
5.409.456;224;436
5.411.657;224;436
5.413.887;224;436
5.416.105;224;436
5.418.338;224;436
5.420.532;223;501
5.422.766;223;501
542.498;223;501
5.427.209;223;501
5.429.439;223;501
5.431.649;223;501
543.461;223;501
5.436.377;223;501
5.438.321;223;501
5.440.534;223;501
544.276;223;501
544.497;223;501
5.447.206;223;501
5.449.422;223;501
5.451.631;223;501
5.453.856;223;501
5.456.073;223;501
54.583;223;501
5.460.557;223;501
5.462.765;223;501
5.464.964;223;505
5.467.195;223;505
5.469.404;223;505
5.471.623;223;505
547.385;223;505
5.476.061;223;505
5.478.315;223;505
5.481.054;223;505
5.482.761;223;505
5.484.943;223;505
5.487.192;223;505
5.489.403;223;505
5.491.615;223;505
5.493.835;223;505
549.606;223;492
5.498.296;223;492
5.500.504;223;492
5.502.713;223;492
5.504.945;223;492
5.507.167;223;492
5.509.414;223;492
5.512.003;223;492
5.513.923;223;492
5.516.142;223;492
5.518.418;223;492
5.520.628;223;492
5.522.915;223;492
552.513;222;525
552.734;222;525
5.529.578;222;525
5.531.794;222;525
5.534.001;222;525
5.536.214;222;525
5.538.445;222;525
5.540.691;222;525
5.543.579;222;525
55.452;222;525
5.547.184;222;525
55.494;222;525
5.551.626;222;525
5.553.839;222;525
5.556.064;222;525
5.558.283;221;531
5.560.511;221;531
5.562.712;221;531
5.564.953;221;531
5.567.165;221;531
5.569.389;221;531
5.571.618;221;531
5.574.396;221;531
5.576.034;221;531
557.827;221;531
5.580.496;221;531
5.582.711;221;531
5.584.938;221;531
5.587.145;220;511
5.589.387;220;511
5.591.592;220;511
5.593.818;220;511
5.596.034;220;511
5.598.254;220;511
5.600.484;220;511
5.602.719;220;511
5.605.812;220;511
5.607.556;220;511
5.609.356;220;511
5.611.579;220;511
5.613.763;220;511
5.616.026;220;511
5.618.243;218;512
5.621.022;218;512
5.622.656;218;512
5.624.892;218;512
562.711;218;512
562.933;218;512
5.631.567;218;512
5.633.791;218;512
5.636.002;218;512
5.638.224;218;512
5.640.436;218;512
564.269;218;512
5.644.938;217;506
5.647.136;217;506
5.649.382;217;506
5.652.134;217;506
5.654.053;217;506
5.656.025;217;506
5.658.283;217;506
5.660.551;217;506
5.662.653;217;506
5.664.899;217;506
5.667.115;217;506
5.669.334;217;506
567.155;217;506
5.673.772;217;506
5.675.989;216;475
5.678.204;216;475
5.680.445;216;475
5.683.197;216;475
5.684.842;216;475
5.687.084;216;475
5.689.322;216;475
569.159;216;475
5.693.833;216;475
5.696.077;216;475
5.698.321;216;475
5.700.572;216;475
5.702.779;216;475
570.502;216;475
5.707.254;216;475
5.709.473;216;475
5.711.696;216;475
5.713.909;216;475
57.161;216;475
5.718.337;216;475
5.720.567;217;493
5.722.792;217;505
5.725.005;217;505
5.727.213;217;505
5.730.037;217;505
5.731.671;217;505
5.733.833;217;505
5.736.072;217;505
5.738.293;217;505
5.743.524;217;505
5.745.448;217;505
574.717;217;505
5.749.405;217;505
5.751.611;217;505
5.753.818;218;506
5.756.081;218;506
5.758.272;218;506
5.760.509;218;506
576.339;218;506
5.764.956;218;506
5.767.085;218;506
5.769.318;218;506
5.771.539;218;506
5.773.751;218;506
5.775.987;218;506
5.778.189;218;506
5.780.424;218;506
5.782.637;218;494
5.784.873;218;494
5.787.086;218;494
5.789.313;218;494
5.791.537;218;494
5.794.331;218;494
5.795.952;218;494
5.798.185;218;494
5.800.415;218;494
5.802.637;218;494
5.804.861;218;494
5.807.076;218;494
5.809.286;218;494
5.811.513;218;494
5.813.741;218;494
5.815.968;218;494
5.818.211;218;494
5.820.398;218;494
5.822.622;218;494
5.824.841;218;494
5.827.068;218;494
5.829.288;218;494
5.831.503;218;494
5.833.726;218;494
5.835.976;218;494
5.838.223;217;512
5.840.462;217;512
5.842.732;217;512
5.844.945;217;518
5.847.146;217;518
5.849.374;217;518
5.851.577;217;518
5.853.811;217;518
5.856.653;217;518
585.833;217;518
5.860.422;217;518
5.862.643;217;518
5.864.865;217;518
5.867.091;217;518
586.931;217;511
5.871.535;217;511
5.873.755;217;511
5.875.974;217;511
5.878.202;217;511
588.041;217;511
5.882.656;217;511
5.884.858;217;511
5.887.571;217;511
5.889.327;217;511
589.152;217;511
589.374;217;511
5.895.966;217;511
5.898.191;217;511
5.900.418;216;512
5.902.636;216;445
5.904.873;216;445
5.907.077;216;445
5.909.319;216;445
5.911.522;216;445
5.913.725;216;445
5.915.955;216;445
5.918.853;216;445
5.920.446;216;445
5.922.588;216;445
592.481;216;445
5.927.016;216;445
5.929.229;216;445
5.931.459;216;445
5.933.685;216;445
5.935.915;216;445
5.938.128;216;445
5.940.334;216;445
5.942.558;216;445
5.944.789;216;445
5.947.025;216;499
5.949.922;216;499
5.951.596;216;499
5.953.636;216;499
5.955.927;216;499
5.958.113;216;499
5.960.324;216;499
5.962.564;216;499
5.965.348;216;499
5.967.059;216;499
5.969.194;216;499
5.971.408;216;499
5.973.634;216;499
5.975.863;214;503
5.978.115;214;503
5.980.942;214;503
5.982.561;214;503
5.984.729;214;503
5.986.954;214;503
5.989.191;214;503
5.991.418;214;503
599.363;214;503
5.995.848;214;503
5.998.077;214;503
